0.01,Hour,,
2,2,,
Ca_Feed,F_Feed,Ca_Product,Cb_Product
VdVR.Feed.Ca,VdVR.Feed.F,VdVR.Prod.Ca,VdVR.Prod.Cb
Feed_Conc_A,Feed_Flow,Prod_Conc_A,Prod_Conc_B
kmol/m3,m3/hr,kmol/m3,kmol/m3
2,,,
215,,,
325,,,
10,3600,1.132990522,3.081734217
10,3600,1.132990522,3.081734217
10,3600,1.132990521,3.081734215
10,3600,1.13299052,3.081734214
10,3600,1.13299052,3.081734214
9,3600,1.13299052,3.081734214
9,3600,1.096607143,2.898349712
9,3600,1.064801685,2.850702156
9,3600,1.050254683,2.838193318
9,3600,1.0447016,2.83490047
9,3420,1.042768101,2.834037684
9,3420,1.04063789,2.776001999
9,3420,1.032968244,2.760322147
9,3420,1.028883959,2.756078059
9,3420,1.027213076,2.754928865
11,3420,1.026604116,2.754617618
11,3420,1.096885053,3.108237379
11,3420,1.158827201,3.198942103
11,3420,1.187043381,3.221752396
11,3420,1.197718165,3.227460064
11,3240,1.201408301,3.228883913
11,3240,1.199966478,3.158066105
11,3240,1.191093029,3.139890131
11,3240,1.186364322,3.135213821
11,3240,1.184446204,3.134008787
9.5,3240,1.183756704,3.133699212
9.5,3240,1.133347637,2.883046698
9.5,3240,1.088173122,2.815719522
9.5,3240,1.066837407,2.797370493
9.5,3240,1.058414282,2.792349966
9.5,3960,1.055371868,2.790978734
9.5,3960,1.062792863,3.035417061
9.5,3960,1.092497985,3.095901877
9.5,3960,1.107332725,3.110670498
9.5,3960,1.113003676,3.114264808
10.5,3960,1.114930818,3.115133983
10.5,3960,1.154290037,3.311437359
10.5,3960,1.186601147,3.357708512
10.5,3960,1.20041792,3.3685032
10.5,3960,1.205331611,3.371011517
10.5,3780,1.206930358,3.371594002
10.5,3780,1.206308812,3.308477203
10.5,3780,1.199081318,3.293418726
10.5,3780,1.195412245,3.289820024
10.5,3780,1.194006947,3.288960082
9.5,3780,1.193531835,3.288755018
9.5,3780,1.156053827,3.100427719
9.5,3780,1.12432111,3.053931393
9.5,3780,1.110269006,3.042333705
9.5,3780,1.105081798,3.039437993
9.5,3780,1.103327795,3.038714245
9.5,3780,1.102767697,3.038533714
9.5,3780,1.102587547,3.038485993
9.5,3780,1.102527922,3.038472479
9.5,3780,1.102506146,3.0384681
9.5,3240,1.102497228,3.03846646
9.5,3240,1.098325596,2.857647212
9.5,3240,1.074942619,2.808810607
9.5,3240,1.06216732,2.795481125
9.5,3240,1.056841273,2.791838148
9.5,3240,1.054857378,2.790840299
9.5,3240,1.054171434,2.790569626
9.5,3240,1.053935369,2.790492398
9.5,3240,1.053851471,2.790468653
9.5,3240,1.053820425,2.790460829
10,3240,1.053807203,2.790457785
10,3240,1.070753922,2.875318436
10,3240,1.086078556,2.8982566
10,3240,1.093310396,2.904426312
10,3240,1.096143904,2.906078761
10,3240,1.097155595,2.906520158
10,3240,1.097499095,2.906639326
10,3240,1.097617377,2.906673767
10,3240,1.097662066,2.9066852
10,3240,1.097680134,2.906689363
10,3420,1.097687791,2.906690982
10,3420,1.100268559,2.972549265
10,3420,1.10888549,2.989772017
10,3420,1.113381888,2.994252258
10,3420,1.115186912,2.995416856
10,3420,1.115831358,2.995718906
10,3420,1.116054374,2.995801097
10,3420,1.11613374,2.995825475
10,3420,1.116162844,2.995833206
10,3420,1.116175151,2.995836131
11,3420,1.116180325,2.995837249
11,3420,1.151050354,3.170420786
11,3420,1.181498263,3.214599542
11,3420,1.195308705,3.225671496
11,3420,1.200514228,3.228435283
